Labels,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt
DER_mass_MMC,1.0,-0.0674314318195,0.740713675681,0.111860407647,-0.0852970338547,0.048040177922,-0.0850258890412,0.476295219431,0.0316371812878,0.191778425188,0.0464092695688,0.183782191812,-0.0853537212426,0.267642693276,0.00316477938684,-0.00524237112379,0.308977517904,0.0073721672286,-0.00278877262047,-0.0342448922067,0.00341466401699,0.172424847077,0.115264695738,0.0730018176598,-0.126756750566,-0.126624422504,0.0241923518159,-0.085026672068,-0.0852749235518,0.095637183751
DER_mass_transverse_met_lep,-0.0674314318195,1.0,0.190109487712,-0.249115929128,0.172418588355,-0.160351622531,0.18180412398,0.0432514093168,0.0177575270183,-0.146836679409,0.349503614052,-0.419757335367,0.175580171337,-0.145464144987,-0.00210917147732,0.00113208392172,0.310647517992,-0.00677706784208,0.000340330241845,0.183716377424,-0.0159253407422,-0.167810639519,-0.210537065466,-0.191246477084,0.219937435963,0.220264483199,-0.0757170211046,0.176032045645,0.17621219565,-0.210008917919
DER_mass_vis,0.740713675681,0.190109487712,1.0,-0.0625620208032,0.0310915964603,-0.0440140946439,0.0337962686766,0.579711616621,-0.000702133929896,0.0886852441604,0.0974898450419,-0.0908458625314,0.0318813039684,0.290011158949,0.00212659787203,-0.00362409574557,0.405482441,0.00219565980212,-0.00201753299007,-0.0873303667647,-0.00146677423255,0.0533004390696,-0.0268600334723,-0.0623164480785,0.0138586811249,0.0140156165296,-0.0368418504248,0.0322252019121,0.0321495129956,-0.0529024312608
DER_pt_h,0.111860407647,-0.249115929128,-0.0625620208032,1.0,-0.524267741615,0.397602363267,-0.523008983563,-0.539379215478,0.310500986189,0.832733066633,0.0891873653012,0.53935601889,-0.523578975461,0.407421442238,0.00166538737444,0.00524780758606,0.36093886044,0.00835423036359,-0.00292303668235,0.679585495558,0.00858492455666,0.782546973353,0.623401442579,0.834040761138,-0.56362885359,-0.563686212254,0.386866113524,-0.522949879093,-0.523348725257,0.808616264128
DER_deltaeta_jet_jet,-0.0852970338547,0.172418588355,0.0310915964603,-0.524267741615,1.0,-0.536852616644,0.990695592743,0.299559304214,-0.275977106849,-0.674390738104,-0.0442756698618,-0.365651484473,0.999088507446,-0.187221166541,-0.00497861969569,-0.00338486514216,-0.170710876296,-0.00883524818224,-6.33138025413e-05,-0.307357822401,-0.00532374453755,-0.62261743867,-0.868755660647,-0.467789818151,0.520082166537,0.519891921587,-0.326179279601,0.99735076597,0.99765498149,-0.71486938429
DER_mass_jet_jet,0.048040177922,-0.160351622531,-0.0440140946439,0.397602363267,-0.536852616644,1.0,-0.625347259077,-0.223203752241,0.132787541946,0.496876006024,-0.00543390027526,0.264030693212,-0.565263430622,0.173478940509,0.000196123419318,0.00237723501467,0.108469086175,0.00340692037734,-0.00163115715707,0.248546890668,0.00350563192545,0.432264369799,0.478576129065,0.432518570077,-0.296563374483,-0.296391960565,0.366693922704,-0.568802010509,-0.56891774689,0.52246963591
DER_prodeta_jet_jet,-0.0850258890412,0.18180412398,0.0337962686766,-0.523008983563,0.990695592743,-0.625347259077,1.0,0.298352864852,-0.262542146397,-0.668413569734,-0.0372300018343,-0.371484281217,0.995057529847,-0.18992980985,-0.0046470181235,-0.00321892831089,-0.164890119918,-0.00847430657545,-5.70083124379e-05,-0.303650727337,-0.00509149945759,-0.613979478658,-0.860943393334,-0.466577015837,0.518437686922,0.51824722036,-0.320735823312,0.994216264135,0.994526155989,-0.708504413769
DER_deltar_tau_lep,0.476295219431,0.0432514093168,0.579711616621,-0.539379215478,0.299559304214,-0.223203752241,0.298352864852,1.0,-0.148080791532,-0.432603439857,0.0470461910168,-0.205441497771,0.298993270548,-0.202034989816,0.00363222717567,-0.0112290140222,-0.0699566710183,0.000698828709864,-0.000775533716825,-0.40234491443,-0.00156977134015,-0.407001779211,-0.347904428233,-0.461185942928,0.303550878756,0.303874719986,-0.215030556398,0.298733159662,0.298951895892,-0.448736959393
DER_pt_tot,0.0316371812878,0.0177575270183,-0.000702133929896,0.310500986189,-0.275977106849,0.132787541946,-0.262542146397,-0.148080791532,1.0,0.381159784206,0.0391929033043,0.178447907106,-0.272019053921,0.0957537342691,0.00359589562084,0.00145218847223,0.109616566591,0.00798658714129,-0.00424944773955,0.269738661576,0.00251483680962,0.448925313766,0.360408539482,0.250478948288,-0.186544322388,-0.185965159972,0.305650016548,-0.270678184953,-0.270951474405,0.403382428898
DER_sum_pt,0.191778425188,-0.146836679409,0.0886852441604,0.832733066633,-0.674390738104,0.496876006024,-0.668413569734,-0.432603439857,0.381159784206,1.0,0.108791092086,0.4206790939,-0.672331134306,0.485847265569,0.00203714116842,0.00393111282821,0.460938009022,0.00878088490157,-0.00189187657603,0.520129360055,0.00671204642154,0.904481459568,0.758503365001,0.876244365332,-0.577418932482,-0.577269543873,0.63248134829,-0.67117003696,-0.671604837434,0.965628388916
DER_pt_ratio_lep_tau,0.0464092695688,0.349503614052,0.0974898450419,0.0891873653012,-0.0442756698618,-0.00543390027526,-0.0372300018343,0.0470461910168,0.0391929033043,0.108791092086,1.0,-0.0388026683415,-0.0418579387054,-0.474632543125,0.000610941846164,3.62980273628e-06,0.701142220585,0.00235700884338,-0.00505298242696,0.0533855894859,-0.00118609466226,0.0499035734518,0.0563119707994,0.0788804490099,-0.0430465354578,-0.0432571715261,0.0436140987361,-0.0412612337734,-0.0412422145379,0.079116423789
DER_met_phi_centrality,0.183782191812,-0.419757335367,-0.0908458625314,0.53935601889,-0.365651484473,0.264030693212,-0.371484281217,-0.205441497771,0.178447907106,0.4206790939,-0.0388026683415,1.0,-0.367880016024,0.140884831721,0.00595349135967,-0.00155746491615,0.054047095461,0.0124227179585,0.000278032381727,0.18075593736,0.00989574008949,0.423362755791,0.49005706442,0.376420980111,-0.533113422616,-0.533306858102,0.156605695461,-0.367954540994,-0.368259724544,0.452224428289
DER_lep_eta_centrality,-0.0853537212426,0.175580171337,0.0318813039684,-0.523578975461,0.999088507446,-0.565263430622,0.995057529847,0.298993270548,-0.272019053921,-0.672331134306,-0.0418579387054,-0.367880016024,1.0,-0.187770988477,-0.00488151595263,-0.00332487056281,-0.168405623803,-0.00870716446202,-6.71459362235e-05,-0.305730442319,-0.00524045995356,-0.619681513281,-0.867920414534,-0.466777000636,0.520676635378,0.520483418794,-0.322644183308,0.998495771883,0.998783238826,-0.71283127937
PRI_tau_pt,0.267642693276,-0.145464144987,0.290011158949,0.407421442238,-0.187221166541,0.173478940509,-0.18992980985,-0.202034989816,0.0957537342691,0.485847265569,-0.474632543125,0.140884831721,-0.187770988477,1.0,-0.00266115676691,0.000822311688224,0.104553354639,5.3486210201e-05,0.00305201858615,0.176664619072,0.00329631534802,0.448763409239,0.205604442548,0.366867039922,-0.170537895676,-0.170323024602,0.159129121958,-0.187815400302,-0.188083025759,0.321341065113
PRI_tau_eta,0.00316477938684,-0.00210917147732,0.00212659787203,0.00166538737444,-0.00497861969569,0.000196123419318,-0.0046470181235,0.00363222717567,0.00359589562084,0.00203714116842,0.000610941846164,0.00595349135967,-0.00488151595263,-0.00266115676691,1.0,-0.00132235393663,-0.00333015388717,0.557086147226,0.00170506739367,0.00057564162804,0.00058160231079,0.00284136897401,0.00746750042618,0.000967956747473,0.0009569795824,-0.00936674961237,-0.000291670539789,-0.00053330886796,-0.00482158601054,0.0037629850839
PRI_tau_phi,-0.00524237112379,0.00113208392172,-0.00362409574557,0.00524780758606,-0.00338486514216,0.00237723501467,-0.00321892831089,-0.0112290140222,0.00145218847223,0.00393111282821,3.62980273628e-06,-0.00155746491615,-0.00332487056281,0.000822311688224,-0.00132235393663,1.0,-0.0017366666819,-0.00392276096554,-0.207026194177,0.00613144527918,0.032922981991,0.00521409703229,0.00304039484202,0.00492959844931,-0.00325181948877,-0.012545726312,0.00314143720058,-0.00323343763908,-0.00597142336033,0.00484354984376
PRI_lep_pt,0.308977517904,0.310647517992,0.405482441,0.36093886044,-0.170710876296,0.108469086175,-0.164890119918,-0.0699566710183,0.109616566591,0.460938009022,0.701142220585,0.054047095461,-0.168405623803,0.104553354639,-0.00333015388717,-0.0017366666819,1.0,0.000336789922938,-0.00293570124114,0.170544668364,0.000416731795413,0.358487693737,0.195738264008,0.323238106347,-0.158347900865,-0.158421074418,0.152947251904,-0.167860940188,-0.167936973431,0.295107585394
PRI_lep_eta,0.0073721672286,-0.00677706784208,0.00219565980212,0.00835423036359,-0.00883524818224,0.00340692037734,-0.00847430657545,0.000698828709864,0.00798658714129,0.00878088490157,0.00235700884338,0.0124227179585,-0.00870716446202,5.3486210201e-05,0.557086147226,-0.00392276096554,0.000336789922938,1.0,0.000889610028717,0.000852693610448,0.00176466028052,0.010231235144,0.0160537246816,0.00408836159495,-0.00992429188303,-0.0211073487971,0.00201356370922,-0.00416147354826,-0.00857532697278,0.0102776708539
PRI_lep_phi,-0.00278877262047,0.000340330241845,-0.00201753299007,-0.00292303668235,-6.33138025413e-05,-0.00163115715707,-5.70083124379e-05,-0.000775533716825,-0.00424944773955,-0.00189187657603,-0.00505298242696,0.000278032381727,-6.71459362235e-05,0.00305201858615,0.00170506739367,-0.207026194177,-0.00293570124114,0.000889610028717,1.0,-0.00216782403713,0.0231565308411,-0.00570590696015,-3.97507634581e-05,-0.00313306079827,-0.000342167612934,-0.0147713112528,-0.00188434324314,-0.000237627062143,-0.00370331936281,-0.00227033887993
PRI_met,-0.0342448922067,0.183716377424,-0.0873303667647,0.679585495558,-0.307357822401,0.248546890668,-0.303650727337,-0.40234491443,0.269738661576,0.520129360055,0.0533855894859,0.18075593736,-0.305730442319,0.176664619072,0.00057564162804,0.00613144527918,0.170544668364,0.000852693610448,-0.00216782403713,1.0,0.000842006588034,0.486252045193,0.334922044946,0.599845323362,-0.252068797393,-0.25179131244,0.29340734595,-0.305063593056,-0.305380517358,0.535217230943
PRI_met_phi,0.00341466401699,-0.0159253407422,-0.00146677423255,0.00858492455666,-0.00532374453755,0.00350563192545,-0.00509149945759,-0.00156977134015,0.00251483680962,0.00671204642154,-0.00118609466226,0.00989574008949,-0.00524045995356,0.00329631534802,0.00058160231079,0.032922981991,0.000416731795413,0.00176466028052,0.0231565308411,0.000842006588034,1.0,0.00465426728297,0.00657460371594,0.00647496619175,-0.00630963085681,-0.0208272573793,0.00341945070165,-0.00547452702803,-0.00858102785332,0.00707594221571
PRI_met_sumet,0.172424847077,-0.167810639519,0.0533004390696,0.782546973353,-0.62261743867,0.432264369799,-0.613979478658,-0.407001779211,0.448925313766,0.904481459568,0.0499035734518,0.423362755791,-0.619681513281,0.448763409239,0.00284136897401,0.00521409703229,0.358487693737,0.010231235144,-0.00570590696015,0.486252045193,0.00465426728297,1.0,0.70588167357,0.793006754018,-0.540306202847,-0.540008544235,0.574987524169,-0.618379151195,-0.618755623947,0.88441285741
PRI_jet_num,0.115264695738,-0.210537065466,-0.0268600334723,0.623401442579,-0.868755660647,0.478576129065,-0.860943393334,-0.347904428233,0.360408539482,0.758503365001,0.0563119707994,0.49005706442,-0.867920414534,0.205604442548,0.00746750042618,0.00304039484202,0.195738264008,0.0160537246816,-3.97507634581e-05,0.334922044946,0.00657460371594,0.70588167357,1.0,0.506570864981,-0.815825071049,-0.815608602163,0.347323693442,-0.86634084183,-0.866687978268,0.804325594344
PRI_jet_leading_pt,0.0730018176598,-0.191246477084,-0.0623164480785,0.834040761138,-0.467789818151,0.432518570077,-0.466577015837,-0.461185942928,0.250478948288,0.876244365332,0.0788804490099,0.376420980111,-0.466777000636,0.366867039922,0.000967956747473,0.00492959844931,0.323238106347,0.00408836159495,-0.00313306079827,0.599845323362,0.00647496619175,0.793006754018,0.506570864981,1.0,-0.384500617972,-0.384496398663,0.535631537371,-0.466188856514,-0.46644570645,0.877740884917
PRI_jet_leading_eta,-0.126756750566,0.219937435963,0.0138586811249,-0.56362885359,0.520082166537,-0.296563374483,0.518437686922,0.303550878756,-0.186544322388,-0.577418932482,-0.0430465354578,-0.533113422616,0.520676635378,-0.170537895676,0.0009569795824,-0.00325181948877,-0.158347900865,-0.00992429188303,-0.000342167612934,-0.252068797393,-0.00630963085681,-0.540306202847,-0.815825071049,-0.384500617972,1.0,0.995949659424,-0.167797676769,0.519418451219,0.520104337632,-0.606993389069
PRI_jet_leading_phi,-0.126624422504,0.220264483199,0.0140156165296,-0.563686212254,0.519891921587,-0.296391960565,0.51824722036,0.303874719986,-0.185965159972,-0.577269543873,-0.0432571715261,-0.533306858102,0.520483418794,-0.170323024602,-0.00936674961237,-0.012545726312,-0.158421074418,-0.0211073487971,-0.0147713112528,-0.25179131244,-0.0208272573793,-0.540008544235,-0.815608602163,-0.384496398663,0.995949659424,1.0,-0.167666615649,0.519765440564,0.519782619231,-0.60684969775
PRI_jet_subleading_pt,0.0241923518159,-0.0757170211046,-0.0368418504248,0.386866113524,-0.326179279601,0.366693922704,-0.320735823312,-0.215030556398,0.305650016548,0.63248134829,0.0436140987361,0.156605695461,-0.322644183308,0.159129121958,-0.000291670539789,0.00314143720058,0.152947251904,0.00201356370922,-0.00188434324314,0.29340734595,0.00341945070165,0.574987524169,0.347323693442,0.535631537371,-0.167797676769,-0.167666615649,1.0,-0.321888982631,-0.322616670346,0.675818274625
PRI_jet_subleading_eta,-0.085026672068,0.176032045645,0.0322252019121,-0.522949879093,0.99735076597,-0.568802010509,0.994216264135,0.298733159662,-0.270678184953,-0.67117003696,-0.0412612337734,-0.367954540994,0.998495771883,-0.187815400302,-0.00053330886796,-0.00323343763908,-0.167860940188,-0.00416147354826,-0.000237627062143,-0.305063593056,-0.00547452702803,-0.618379151195,-0.86634084183,-0.466188856514,0.519418451219,0.519765440564,-0.321888982631,1.0,0.997403256653,-0.711573082412
PRI_jet_subleading_phi,-0.0852749235518,0.17621219565,0.0321495129956,-0.523348725257,0.99765498149,-0.56891774689,0.994526155989,0.298951895892,-0.270951474405,-0.671604837434,-0.0412422145379,-0.368259724544,0.998783238826,-0.188083025759,-0.00482158601054,-0.00597142336033,-0.167936973431,-0.00857532697278,-0.00370331936281,-0.305380517358,-0.00858102785332,-0.618755623947,-0.866687978268,-0.46644570645,0.520104337632,0.519782619231,-0.322616670346,0.997403256653,1.0,-0.71200804646
PRI_jet_all_pt,0.095637183751,-0.210008917919,-0.0529024312608,0.808616264128,-0.71486938429,0.52246963591,-0.708504413769,-0.448736959393,0.403382428898,0.965628388916,0.079116423789,0.452224428289,-0.71283127937,0.321341065113,0.0037629850839,0.00484354984376,0.295107585394,0.0102776708539,-0.00227033887993,0.535217230943,0.00707594221571,0.88441285741,0.804325594344,0.877740884917,-0.606993389069,-0.60684969775,0.675818274625,-0.711573082412,-0.71200804646,1.0
